Location;Operator
Off Macae, Brazil;Aeroleo Taxi Aereo
Near Shach Goan, Afghanistan;Bakhtar Afghan Airlines
Barquisimeto Venezuela;Avensa
Jeffersonville, Georgia;Air Taxi
Newark, New Jersey;Central Airlines
Guangzhou, China;Total
Selawik, Alaska;Munz Northern Airlines
Near Khartoum, Sudan;Air Liberia
Leninakan, Russia;Aeroflot
Near Toba, Japan;Japan Air Self-Defence Force
Iwakuni AB, Japan;Military - Japan Maritime Self Defense Force
Guayaquil, Ecuador;SAN Ecuador
Jacksonville, Florida;Military - United States Navy
Near Ban Ta Khli, Thailand;Military - Royal Thai Air Force
En route Miami, FL - Nassau, Bahamas;Eastern Air Lines
Tanjung Karang, Indonesia;Garuda Indonesia Airlines
Cincinnati International Airport, Covington/Hebron, Kentucky;Air Canada
Off Quemoy, Taiwan;Military - Republiof China Air Force
Kauai, Hawaii;Military - U.S. Navy
Niela, Mali;Air Mali
Cortez, Colorado;Air Taxi - Four Corners Aviation Inc.
Las Vegas, Nevada;Military - U.S. Air Force
Labe, Guinea;CAAK
Near Cuenca, Azuay, Ecuador;TAME
Off Scilly Islands, UK;British Airways Helicopters
Gimli, Manitoba, Canada;Air Canada
Near Ambone, Indonesia;Bali International Air Service
Off Bula, Indonesia;Bali International Air Service
Evart, Michigan;Air Taxi - Northern Air Services Inc.
Grand Canyon, Arizona;Las Vegas Airlines
Near Dundo, Angola;Transamerica Airlines
Adavale, Queensland, Australia;Moore's Air Charter
Near Alma-Ata, Kazakastan, USSR;Aeroflot
Near Sakhalin Island, Russia;Korean Airlines
Smithers, British Columbia, Canada;Central Mountain Air Services
Guilin, China;CAAC
Near Mina Jebel Ali, UAE;Gulf Air
Flagstaff, Arizona;Air Taxi
Off Lanyu Island, Taiwan;Taiwan Airlines
Tashkent, Uzbekistan;Aeroflot
Springfield, Missouri;Air Taxi - Ozark Skyways Inc.
Aracatuba, Brazil;TAM Lineas Aéreas Regional
Near Lonkin, Myanmar;Burma Airways
Pinckneyville, Illinois;Air Illinois
Middletown, Pennsylvania;Pennsylvania Airlines
Lubango, Huila, Angola;TAAG Angola Airlines
Landsdowne House, Canada;Austin Airways
Midland, Texas;Air Taxi
Madrid-Barajas, Spain;AVIANCA
Near Enugu, Nigeria;Nigeria Airways
Near Madrid, Spain;Iberia Airlines / Aviaco
Put-In-Bay, Ohio;Air Taxi - Island Airlines
Near Medellin, Colombia;TAMPA Colombia
Paulatuk, Northwest Territory, Canada;Inuvik Coastal Airways
Leshukonskoye, Russia;Aeroflot
Amman, Jordan;Military - Royal Jordanian Air Force
Saint Louis, Missouri;Skycraft Air Transport
Sofia, Bulgaria;Balkan Bulgarian Airlines
Cochabamba, Bolivia;North East Bolivian Airways
Near Manado, Indonesia;Pelita Air Service
Izhevsk, Russia;Aeroflot
Terre Haute, Indiana;Britt Airways
Near Debre Zelt, Ethiopia;Military - Ethiopian Air Force
Near San Gerardo, El Salvador;Military - Salvadoran Air Force
Prosperine, Australia;Flight Safety Australia
Colombia;Taxi Aéreo del Guaviare
Off Matsuyama, Japan;Military - Japan Maritime Self Defense Force
JFK Airport, New York, New York;Scandinavian Airlines (SAS)
Near Borja, Spain;Military - U.S. Air Force
Cumberland, Maryland;Air Taxi
Barranquilla, Colombia;Aerosucre Colombia
San Borja, Bolivia;Lloyd Aereo Boliviano
Near Hunghae, South Korea;Military - U.S. Marine Corps
Near Rurrenabaque, Bolivia;Frigorifico Reyes
Off  Bimini;State Airlines
Florianopolis, Brazil;Líder Táxi Aéreo
Imperatriz, Brazil;VOTEC / VOTEC
Elbet Beni Salama, Egypt;Military - Egyptian Air Force
Ushuaia, Argentina;Tierra del Fuego Province
Chalkhill, Pennsylvania;Zantop International Airlines
Windsor Locks, Connecticut;Air Continental
Island Beach, New Jersey;Air Taxi - Raco Helicopters Corp.
Near Sao Pedro d' Aldeia, Brazil;TAM Lineas Aéreas Regional
Port Hardy, British Columbia, Canada;Coval Air
Off Buenavista, Philippines;Military - Philippine Air Force
Sigonella AFB, Italy;Military - U.S. Air Force
Ouzinkie, Alaska;Air Taxi
Tau Island, American Samoa;South PacifiIsland Airways
Anchorage, Alaska;Air Taxi
Vieques, Puerto Rico;Vieques Air Link
Dacca, Bangladesh;Bangladesh Biman
Nawabshah, Pakistan;Aeroflot
Machakos, Kenya;Pioneer Airlines
Near Memphis, Tennessee;Aviation Enterprises
Near Wamena, Indonesia;Airfast Indonesia
Pontiac, Michigan;Air Taxi - Richards Aviation Inc.
San Luis Obispo, California;Wings West Airlines / Private
Douala, Cameroon;Cameroon Airlines
Mt. Musaka, Papua, New Guinea;Talair
Near Naples, Florida;Provincetown - Boston Airlines
Near the Kwango River, Zaire;MMM Aero Services
Opole, Poland;APRL
Quito, Ecuador;AECA Cargo
Near Sarakchar, Afghanistan;Military - Russian Air Force
near Orillia, Ontario, Canada;Air Niagara
Ausin, Nevada;Air Taxi - Desert Flying Service
Fort Franklin, Canada;Nahanni Air Services
Near Omsk, Russia;Aeroflot
Goose Bay, Newfoundland, Canada;Labradore Airways
Near Kabul, Afghanistan;Mililtary - Soviet Air Force
Near Kabul, Afghanistan;Military - Russian Air Force
Off Davao, Philippines;Village Airways
Inverness, England;Euroair
Loja, Peru;TAME
Near Kostroma, USSR;Aeroflot
Jacksonville, Florida;Provincetown - Boston Airlines
Jammuin, India;Military - Indian Air Force
Bainbridge, New York;Air Taxi - Delaware Aviation LLC
Near Jaen, Peru;Fuerza Aérea del Peru
Near Bhojpur, Nepal;Royal Nepal Airlines
Near Kranoyarsk, Russia;Aeroflot
Near La Paz, Bolivia;Eastern Air Lines
Kansas City, Kansas;TPI International Airways
Jinan, China;CAAC
Havana, Cuba;Cubana de Aviacion
Carson, New Mexico;Air Taxi
Reno, Nevada;Galaxy Airlines
Off Puerto Castilla, Honduras;Military - U.S. Air Force
Near Buga, Colombia;AIRES Colombia
Cerro el Plateado, Colombia;Aerolineas Centrales de Colombia
Whitefield, New Hampshire;Air Taxi - Air Trends Inc.
Minsk, Belarus, USSR;Aeroflot
Soldotna, Alaska;North PacifiAirlines
Altus, Oklahoma;Air Taxi - Oklahoma Airways Inc.
Nasosny, Russia;Military - Russian Air Force
Central Point, Oregon;Air Taxi - Mercy Flights Inc.
Banjarmasin, Indonesia;Dirgantara Air Services
Near Durango, Vizcaya, Spain;Iberia Airlines
300 nm NW of San Francisco, California;China Airlines (Taiwan)
Timbuktu, Mali;Air Mali
Near Valdez, Alaska;Military - U.S. Air Force
Fort Hood, Texas;Military - U.S. Air Force
Near Florencia, Colombia;SATENA
Salta, Argentina;YPF
Athens, Louisiana;Air Taxi - Eidoarie Inc.
Near Phuket, Thailand;Thai Airways
Las Cruces, New Mexico;American Airlines
Tuba City, Arizona;Air Taxi - Monument Valley Air Service
Kulusuk, Greenland;Aeronica
Santa Rosa, Bolivia;Carga Aereo Transportada
Near L'vov, Ukraine, USSR;Aeroflot / Soviet Air Force
Off Tanegashima, Japan;Military - U.S. Marine Corps
Vilanculos, Mozambique;Empresa Nacional de Transp.  Trabalho Aereo
Golovin, Alaska;Air Taxi
Harrison, Arkansas;Acme Air
Cabimas, Venezuela;Avensa
Nashville, Tennessee;General Aviation Inc.
Athens, Greece;Trans World Airlines
Juara, Brazil;TABA
AtlantiOcean, 110 miles West of Ireland;Air India
Charlotte, North Carolina;Air Taxi
Near Uchuduk, Uzbekistan, USSR;Aeroflot
Near Erie, Pennsylvania;Air Ohio - Air Taxi
Leticia, Colombia;Fuerza Aérea Colombiana
Ft. Worth-Dallas, Texas;Delta Air Lines
Mt. Osutaka, near Ueno Village, Japan;Japan Air Lines
Mulia, Indonesia;Merpati Nusantara Airlines
Aden, Yemen;Alyemda Airlines
Gulkana, Alaska;Air Taxi - Jet Alaska
Manchester, England;British Airtours
Auburn, Maine;Bar Harbor Airlines
Beale AFB, California;Military - U.S. Air Force
Kokoda, Papua New Guinea;Douglas Airways
Near Kandahar, Afghanistan;Ariana Afghan Airlines
Milwaukee, Wisconsin;Midwest Express
Afghanistan;Military - Soviet Air Force
Grottoes Grove, Virginia;Air Taxi - Henson Airlines
Near Kharkov, Ukraine;MAP
Jenkinsburg, Georgia;Air Carriers Express Services Inc
Tory Canal, New Zealand;Air Albatross
Vitória da Conquista, Brazil;Nordeste Linhas Aéreas
Off South Head, Australia;Pel Air
Near Beni, Bolivia;Sabeni
Near Kutayissi, USSR;Aeroflot
Homer City, Pennsylvania;Mountain Air Cargo
Putao, Myanmar;Burma Airways
Near Juneau, Alaska;Jet Alaska
Bethel, Alaska;Air Taxi- Hermans Air Inc.
Dothan, Alabama;Military - U.S. Air Force
Quinhagaki, Alaska;Air Taxi
Near Sibyak, Indonesia;Military - Indonesian Air Force
Luqa, Malta;EgyptAir
Near Luassingua, Angola;Military - Angolan Air Force
Gander, Newfoundland, Canada;Arrow Airways
Nepal;Military - Royal Nepalese Air Force
De Kalb, Texas;Private
Near Peten, Guatemala;Aerovias de Guatemala SA
Ellendale, Minnesota;Air Taxi
Sao Paulo, Brazil;VASP
Las Lomitas, Mexico;Aerocalifornia
Kasongo, Zaire;GLM Aviation
Off Makung, Taiwan;China Airlines (Taiwan)
Near Bugulma, Russia;Aeroflot
Bern, Switzerland;Taxair
Alpena, Michigan;Simmons Airlines
Near Naha, Indonesia;Merpati Nusantara Airlines
Goose Bay, Newfoundland, Canada;Goose Bay Air Services
Omsk, Soviet Union;Ministerstvo Obshchestvo Mashinostroyeniya
Bangui, Central African Republic;Military - French Air Force
Near Pemba, Mozambique;Military - Mozambique Air Force
Maravatio, Mexico;Mexicana
Near Athens, Greece;Trans World Airlines
Near Magdalena, New Mexico;Military - U.S. Air Force
Near Saravena, Colombia;ACES Colombia
San Salvador, El Salvador;Military - El Salvador Air Force
Near Taipei, Taiwan;Military - Republiof China Air Force
Colombo, Sri Lanka;Air Lanka
Hanty-Mansijsk, Soviet Union;Aeroflot
AtlantiCity, New Jersey;Air Taxi - Islip Airco Inc.
Djibouti, Djibouti;Military - French Naval Aviation
Antananarivo, Madagascar;Military - Armée de l'Air Malgache
Near Cairo, Egypt;EgyptAir
Port Ellen, Islay Island;Loganair
Howard AFB, Panama;Military - U.S. Air Force
Grand Canyon, Arizona;Grand Canyon Airlines / Helitech
Penza,  Russia;Aeroflot
Near Syktyvar, Russia;Aeroflot
Maputo, Mozambique;Military - Zimbabwe Air Force
Yosemite Nation, California;Air Taxi
Off St. Vincent, Leeward Islands;Leeward Islands Air Transport
Near Wampusirpi, Honduras;Military - Honduran Air Force
Malakal, Sudan;Sudan Airways
Frenchglen, Oregon;Air Taxi
Lander, Wyoming;Denver Air Center
Texarkana, Arkansas;Southwest Airlift
Cerritos, California;Aeromexico / Private
Tullamarine, VIC, Australia;Peninsula Air Services
Karachi, Pakistan;Pan American World Airways
Hopkinsville, Kentucky;Military - U.S. Air Force
Amsterdam, Netherlands;Kondair
Near Mantiqueira, Brazil;AtlantiSoutheast Airlines
Near Manado, Indonesia;East Indonesia Air Taxi
San Antonio, Texas;Southern Air Transport
Ust-Maya, USSR;Aeroflot
Shiraz, Iran;Iran Air
Near Valparasoll, Chile;Military - Chilian Navy
Fishers Island, New York;Air Taxi - New London Flying Services Inc.
Near Komatipoot, South Africa;Government of Mozambique
Kuybyshev, Russia;Aeroflot
Manhattan, New York;Private - WNBC
Near Peshawar, Pakistan;Pakistan International Airlines
Near Managua, Nicaragua;Military - Nicaraguan Air Force
Near Zahedan, Iran;Military - Iranian Air Force
Off Sumburgh Head, Shetlands, Scotland;British International Helicopters
Near Sarowbi, Afghanistan;Military - Afghan Republican Air Force
Berlin, East Germany;Aeroflot
Near Lanzhou, China;CAAC
Ay, Saudi Arabia;Iraqi Airways
Near Nasaso, Fiji;Sunflower Airlines
Off Bata, Equatorial Guinea;Military - Spanish Air Force.
Abidjan, Ivory Coast;Varig
Toronto, Canada;Trillium Air
Near Asmara, Ethiopia;Military - Ethiopian Air Force
Salt Lake City, Utah;Skywest Airlines / Private.
Cima, California;California Air Charter
Off Monrovia, Liberia;Air Reconnaissance Unit of Liberia
Near Jakiri, Cameroon;Aero France
Off Papua, New Guinea;Talair
Near Khost, Afghanistan;Military - Afghan Republican Air Force
Durango, Mexico;Skyworld Airlines (Ports of Call Inc.)
Detroit, Michigan;Northwest Airlink
Near Almaty, Kazakhstan;Aeroflot
Spokane, Washington;Military - U.S. Air Force
Mount San Gorgonio, California;California Air National Guard
Eagle, Colorado;Connie Kalitta Services
Near Parachinar, Pakistan;Military - Afghan Republican Air Force
Anchorage, Alaska;Air Taxi
Near Skien, Norway;Scanex Air
Medan-Polonia, Indonesia;Garuda Indonesia Airlines
Kansas City, Kansas;Burlington Air Express
Wilmington, North Carolina;Air-Lift Commuter
Malakal, Sudan;Sasco Air Lines
Near Batagay, Russia;Aeroflot
Mayaguez, Puerto Rico;American Eagle
Warsaw, Poland;LOT Polish Airlines
Pickle Lake, Ontario, Canada;Air Manitoba
Sayre, Pennsylvania;Air Taxi
Santa Cruz, Bolivia;YPFB Transportes Aereos
Near Ruteng, Indonesia;Merpati Nusantara Airlines
Ilaga, Indonesia;Missionary Aviation Fellowship
Lübeck , Germany;Travel Air Flug
Bolivar State, Venezuela;Rutaca
Khost, Afghanistan;Bakhtar Afghan Airlines
Near Montelillo, Peru;Military - Peruvian Air Force
Berdiansk, USSR;Aeroflot
Heho, Burma;Burma Airways
Near Baguio, Philippines;Philippine Air Lines
Fort Bragg AFB, North Carolina;Military - U.S. Air Force
Geneva, Switzerland;Air Afrique
Mexico City, Mexico;Belize Air International Ltd.
Guatemala City, Guatemala;DHL
Calama, Chile;LAN
Near Chungking, Sichuan, China;China Southwest Airlines
Romulus, Michigan;Northwest Airlines
Near Auturn, France;Oxaero Ltd.
Off Ko Phuket, Thiland;Thai Airways
Carajas, Brazil;Military - Brazilian Air Force
Kunduz, Afghanistan;Aeroflot
Luxor, Egypt;EgyptAir
Hailey, Idaho;Air Taxi
Near Pagan, Myanmar;Burma Airways
El Poleo, Colombia;Aeroejecutivos Colombia
Mt. Crezzo, Italy;Aero Transporti Italiani
Komsomolsk-on-Amur, Russia;MAP
Bellingham, Washington;Air Taxi - Flying School of the Cascades Inc.
Ulongue, Malawi;Air Malawi
Near Ross River, Canada;Kenn Borek Air
Denver, Colorado;Continental Airlines
Homer, Alaska;Ryan Air Services
Off Kaikoura, New Zealand;Flynn's Ferry Service
Green Island, Taiwan;Taiwan Airlines
Bayfield, Colorado;Trans Colorado AL / Continental Express
Off Mauritius, Indian Ocean;South African Airways
Over the Andaman Sea;Korean Airlines
Near Kishwati, Rwanda;Cooper Skybird Air Charters
San Luis Obispo, California;PacifiSouthwest Airlines
Off Lima, Peru;Military - Peruvian Naval Aviation
Kanabea, Papua New Guinea;Talair
Near Iligan, Philippines;Philippine Air Lines
Off Vila dos Remidos, Brazil;Military - Brazilian Air Force
Bordeaux, France;Air Littoral
Eugene Island;Air Taxi - Petroleum Helicopters Inc.
Chadron, Nebraska;Air Taxi
Kenai, Alaska;Southcentral Air
Maunaloa, Hawaii;Panorama Air Tour
PacifiOcean;Merpati Nasantara Airlines
Izmir, Turkey;Condor Flugdienst
Monroe, Louisiana;Phoenix Air
Mt. Colorado, Bolivia;ETA - Empresa Transportes Aéreos
Krosnovodsk, USSR;Aeroflot
Near Nizhnevartovsk, Russia;Aeroflot
Panama;Fuerza Aérea Panamena
Helena, Montana;Air Taxi - Minuteman Aviation Inc.
Near Mulheim, Germany;NFD - Nurnberger Flugdienst
Cary, North Carolina;AV Air / American Eagle
Surgut, Russia;Aeroflot
Near Ercan, Cyprus;Talia Airways
Near Johannesburg, South Africa;Commercial Airways (Comair)
Near Fontainebleau, France;Transport Arien Transregional
Quito, Ecuador;Military - Ecuadorian Air Force
Near Clarksville, Tennessee;Military - U.S. Army
Near Cucuta, N of  Santander, Colombia;AVIANCA
Cairo, Egypt;Arax Airlines
Combi, Cyprus;Kuwait Airways
Near Mazâr-e Charif, Afghanistan;Military - Afghan Republican Air Force
Near Hennenman, South Africa;United Airways
St. Just, France;Chaillotine Air Service
Bagdarin, USSR;Aeroflot
Near Tchamulate, Angola;Military - Cuban Air Force
Morristown, New Jersey;Northeast Jet
Linfen, China;Shanxi Airlines
Maui, Hawaii;Aloha Airlines
Near Broennoysund, Norway;Wideroe's Flyveselksap
Swentna, Alaska;Jay Hawk Air - Air Taxi
New Orleans, Louisiana;TACA
Puerto Limon, Costa Rica;Aeronica
Hannover, Germany;Starair
Near Quito, Ecuador;North American Sabreliner 40
Greenville, Mississippi;Military - U.S. Air Force
Posadas, Argentina;Austral Lineas Aeras (Argentina)
Central Mozambique;Military - Mozambique Air Force
Habsheim, France;Air France
Over the Persian Gulf, near Bandar Abbas, Iran;Iran Air
Barranquilla, Colombia;Lineas Aéreas Suramericanas
Golden Meadow, Louisiana;TACA
Near Lagos, Nigeria;Angola Air Charter
Liscomb Bay, Alaska;Air Taxi - Temesco Helicopters Inc.
Sofia, Bulgaria;Balkan Bulgarian Airlines
Reykjavik, Iceland;Geoterrex
Northern Afghanistan;Military - Afghan Republican Air Force
Bahawalpur, Pakistan;Military - Pakistan Air Force
Duncan Town, Bahamas;MD Air Services
M'Bamu Island, Zaïre;Kinair Cargo
Irkutsk, Russia;Aeroflot
Kaiserslautern, West Germany;Military - Italian Air Force
Kowloon Bay, Hong Kong;CAAC
Cerro de la Calera, Mexico;Transporte Aereo Federal
Merida, Mexico;Aerocaribe
Dallas, Texas;Delta Air Lines
Sitka, Alaska;Wrangell Air Service
Bangkok, Thailand;Hang Khong (Vietnam)
Lago Agrio, Ecuador;TAME Ecuador
Cheney, Ontario, Canada;Bradley Air Services
Bahar Dar, Ethiopia;Ethiopian Airlines
Near Miram, Pakistan;Military - Afghan Republican Air Force
Wurtsmith AFB, Michigan;Military - U.S. Air Force
Sedona, Arizona;Air Taxi - Northern Arizona Aircraft Inc.
Rome, Italy;Uganda Airlines
Gauhati, India;Vayudoot
Near Ahmedabad, India;Indian Airlines
Juliaca, Peru;Aero Peru
Near Rzeszow, Poland;LOT Polish Airlines
Jacksonville, Florida;Air Taxi - TAJ FBO Co.
Ilmajoki, Finland;Wasa Wings
Toussus, France;JC Air
Montluçon, France;Air Littoral
Hamada al Hambra, Libya;Aero Club Libya
Kodinsk, Russia;Aeroflot
Bîr Mogreïn, Mauritania;T & G Aviation
Afghanistan;Military - Afghan Republican Air Force
Leninakan, Armenia, USSR;Military - Russian Air Force / Military - Russian Air Force
Near Luxor, Egypt;GAS Air
Near Leonora, WA, Australia;Broughton Air Servces
Lockerbie, Scotland;Pan American World Airways
West Lafayette, Indiana;Mid PacifiAir
Leicestershire, England;British Midland Airways
Dayton, Ohio;Bradley Air Services
Near La Paz, Bolivia;Aerolineas La Paz
Fairbanks, Alaska;Military - Canadian Army
Near Abilene, Texas;Military - U.S. Air Force
Rangoon, Myanmar;Burma Airways
Marseille, France;RAM
Santa Maria, Azores, Portugal;Independent Air Inc.
Bucharest, Romania;Tarom
Near Kuala Lumpur, Malaysia;Flying Tiger Line
Corona, California;Air Taxi - Las Vegas Flyers Inc.
Honolulu, Hawaii;United Air Lines
Tegucigalpa, Honduras;Albancion Circulo
Near QuebeCity, Quebec, Canada;Transfair
Dryden, Ontario, Canada;Air Ontario
Lima, Peru;Aero Condor
Carswell AFB, Texas;Evergreen International Airlines
Pohang, South Korea;Military - U.S. Marine Corps
Guarulhos, Brazil;Transbrasil
Col de Tourniol, France;Europe Aero Service EAS
Near Cucuta, Colombia;SATENA
Baranquilla, Colombia;Aerosucre Colombia
Near Cancun, Mexico;Aero Cozumel
Columbia, Tennessee;Southern Express
Oskarshamn, Sweden;Holmstoem Air
Near Tainjin, China;Aero Asahi
Near Paramaribo, Surinam;Surinam Airways
Vereda el Salitre, Colombia;Aerotaca
Waipio Valley, Hawaii;SceniAir Tours
Berlin, Germany;Interflug
Zabol, Iran;Ariana Afghan Airlines
Near Tarma, Peru;Fuerza Aérea del Peru
Kaohsiung, Taiwan;Formosa Airlines
Yaounde,  Cameroon;Cameroon Airlines
Near Borana, Somalia;Somali Airlines
Cartersville, Georgia;Calair
Glen Burnie, Maryland;Air Taxi - Centre Airlines Inc.
Sioux City, Iowa;United Air Lines
Talourow Island, USSR;Aeroflot
